uq_map_name,dataset_name,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,patch_aggregation_200,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
224,arctique_semantic_blood_cells_0_00_dropout_pu,0.1870603350437054,0.3431088160740166,0.5263549147932776,0.0,0.0,0.0,0.2365326654061037,0.2632134803175548,0.2922706696367635,0.3403558108373947,0.44856336936216823,0.3420101023892581,0.27229437085149394,0.23046412344119818,0.22532212951901406,0.20954970492672167,0.23491045694747825,0.1881192836214901
205,arctique_semantic_blood_cells_0_00_dropout_pu,0.14711963078117174,0.3509672927715093,0.5256335610028638,0.0,0.0,0.0,0.200249322372912,0.23477417540907414,0.2726628413184516,0.33109075921930825,0.39052438366809744,0.32513689052394334,0.25042626900942877,0.2110899799810985,0.2085791888286882,0.192084097322189,0.22479217797600498,0.17945041917407567
231,arctique_semantic_blood_cells_0_00_dropout_pu,0.1527859793898597,0.3602322515862553,0.531543854582229,0.0,0.0,0.0,0.19963006305326988,0.23057508138733837,0.2701414775737935,0.33896850851580457,0.45244428212015947,0.31408274446242734,0.22304819303898973,0.1905940440189442,0.1849945354869207,0.17217593715222837,0.20950993888955863,0.1773763446043891
211,arctique_semantic_blood_cells_0_00_dropout_pu,0.12947369394687275,0.3563095519120441,0.5225430041566537,0.0,0.0,0.0,0.16972422208187607,0.19933750771927583,0.2387457698269668,0.3058769838856781,0.4186210079267939,0.27486460823604847,0.21121900374086017,0.17688849100709716,0.16947130263482166,0.14759152897532993,0.2083979577293696,0.1549070738673432
223,arctique_semantic_blood_cells_0_00_dropout_pu,0.16409979299932906,0.3572494477829825,0.5413891145724954,0.7334368911300629,0.0,0.0,0.21505158629678994,0.24859804952128706,0.2886297362033723,0.35622244857777874,0.44953287605140096,0.36810105625828404,0.2670288217016876,0.22905318652037057,0.21798011847174997,0.19522090232664532,0.23642406792023893,0.19591416972715103
301,arctique_semantic_blood_cells_0_00_dropout_pu,0.11561485896095733,0.3511684886498101,0.5262198779414013,0.0,0.0,0.0,0.15766001764383913,0.1930148589192987,0.23501880140826875,0.30107527267056355,0.4095473727728594,0.29620230393630925,0.2098666616496598,0.17859136801816144,0.16963209706918406,0.1571399170163614,0.22114288904512958,0.16132741016117505
227,arctique_semantic_blood_cells_0_00_dropout_pu,0.15147694577658188,0.35163378467833206,0.5403281298054432,0.0,0.0,0.0,0.20573629740868687,0.24183670557461767,0.2792582641925671,0.3380747773622912,0.4755087312367716,0.33658839170264765,0.24939473257220449,0.21932723106369792,0.21377508636856937,0.20202893748176973,0.22234543317837138,0.19325739263174893
252,arctique_semantic_blood_cells_0_00_dropout_pu,0.13136685196998396,0.3589655116929894,0.5350275750828629,0.0,0.0,0.0,0.17798146332164866,0.21173554768199268,0.2531128696245449,0.32008907947627013,0.43110124486856416,0.31248236021867803,0.23179277291517167,0.1867477926271579,0.18143434880920825,0.16370009065068922,0.22993829530316734,0.16236148911610812
212,arctique_semantic_blood_cells_0_00_dropout_pu,0.17155599436833543,0.34190945427311714,0.5262805269710901,0.0,0.0,0.0,0.22171252183593965,0.25258686232727745,0.2859716139170002,0.3368166537922268,0.4072190263005004,0.30636716673698355,0.27249681700126216,0.24287780630732023,0.2338016931568873,0.19682041437586573,0.23340075788535714,0.1783649347026978
204,arctique_semantic_blood_cells_0_00_dropout_pu,0.12531259291029212,0.35710439083095485,0.5421993207322924,0.0,0.0,0.0,0.17246470177379392,0.20995364339218295,0.2526513191925899,0.31658023489337844,0.43524667434500125,0.3698035738468861,0.2687321536548977,0.20453357330573319,0.19325291317082416,0.1747520779865722,0.22583407321865417,0.17024416293374403
232,arctique_semantic_blood_cells_0_00_dropout_pu,0.1075935202682835,0.3513222156649239,0.5289057285037988,0.0,0.0,0.0,0.14770687020874662,0.18673913859589145,0.23191342983654126,0.30032278946103286,0.4201005707191749,0.2937569237401295,0.22397509321381784,0.18394330631501277,0.1735522266344518,0.15842476759340657,0.21881746456886175,0.16109841779322648
214,arctique_semantic_blood_cells_0_00_dropout_pu,0.11590209045465463,0.3719877227913121,0.5426989662109162,0.705552385547856,0.0,0.0,0.16120554249459124,0.1959047427512523,0.23834301639127206,0.3186012498017669,0.4528476523799071,0.3026433812650618,0.216121348591894,0.17891494413787662,0.1794602918604579,0.16219694078801375,0.21090457488483766,0.19032948949266332
