uq_map_name,is_ood,BCA,ICA,AVG,ATA 0.3,ATA 0.5,ATA 0.7,AQA 0.60,AQA 0.75,AQA 0.90,QFR,PLM 10,PLM 20,PLM 50,GMM-All,GMM-Int,GMM-Spa
256,1,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474,0.31309297912713474
258,0,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689,0.5260770975056689
258,1,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605,0.4390697674418605
259,0,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082,0.5639344262295082
259,1,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517
260,1,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551,0.3907351460221551
261,0,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085,0.5863708399366085
261,1,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091,0.3813387423935091
301,1,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145,0.41517857142857145
302,1,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
